"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Sudan","SDN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","17100","18000","19500","19900","20100","20000","20500","20500","22000","22300","22200","22200","22200","22600","22600","22600","24700","23570","26610","28520","26060","28530","29710","29500","29780","26290","23942","27200","29200","30200","31500","33113","35023","40014","44013","44003","45009.6","47010","49513","49513.5","53010","58007.5","57007.5","59007.5","63007.5","59007.5","57007.5","65516.5","68602.5","71698","71358","71008","34008","33708","33508","33008","35502","38390","41041","40770","37660","34550","","",
"Senegal","SEN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","76200","82600","85900","87500","97600","106600","111700","118076","114976","118981","120965","134482","152839","192841","218010","226512","217582","216550","221096","225146","232381","227080","231847","262960","250320","244946","257904","251921","264966","290339","315154","328731","373380","386132","359887","366312","439209","483468","429531","440926","436005","431252","398040","469284","434525","399848","368388","412360","428298","446200","409714.99","427134.55","461077.17","469595.59","458530.41","425442.13","474172.34","534939.61","484654.67","516141.27","458363.46","513957.13","","",
"Singapore","SGP","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","9200","9700","11500","12500","10400","11000","18500","18200","17300","17000","18300","15200","15600","18500","19236","17560","16397","15105","16110","16868","15991","16022","19076","19267.6","25140.6","22692.9","20157","15053","13281","10668","11491","11099","9201","9304","11301","10102","9943","9250","7733","6489","5371","3342","2769","2085","2173","1920","3103","3522","1623","2121","1732","1618","1969","1645","1433","1265","1234","1110","1309.74","1417.69","355.59","306.32","","",
"Solomon Islands","SLB","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4000","4000","5000","5000","5300","5300","7300","7400","7400","7400","8500","13511","17005","15924","19676","16940","26284","22863","29192","35431","34866","34728","32518","46014.59","48801.74","43363","56743.39","43556.22","51602.07","50145.79","41404.36","63005.77","47107.72","43623.03","47509.3","64181.41","52445.45","61289.49","60726.59","54557.6","19564.34","24538.36","26252.55","36699.22","35045.67","30171.14","39525.66","32150.18","27457.7","28652.6","37544.66","38720.16","38892.07","36708.88","70717.31","67995.99","65572.36","50038","62735.11","68438.88","41067.67","49853.67","","",
"Sierra Leone","SLE","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","20000","22800","26000","28100","29900","32600","32200","33600","23500","25500","31050","31150","51052","66976","68503","68597","55546","55547","52457","57592","48988","49860","51935","50086","51667","52421","52213","52106","52173","52107","56536","65741","68510","66288","62439","64870","67304","72628","63065","59407","74730","75210","82990","95926","132440","142993","144146","139535","197582","199000","200000","202000","203500","205000","206477","202100","202100","202100","202100","202100","200630","204900","","",
"El Salvador","SLV","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","7300","8000","8200","8400","9200","9600","10600","9900","10200","10300","11100","10700","10400","12400","9654","8730","7201","6368","9540","12738","13958","20770","12916","7603","12179","15422","19686","20744","11015","9926","8527","11210","12076","12451","13559","15072","14433","11897","10978","9915","9590","19609","35943","35484","42415","41114","43218","54664","53287","48424","39583","54403","52060","52147","63296","54513","58558.09","59600.34","57131.59","51648.69","59674.39","59004.89","","",
"San Marino","SMR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Somalia","SOM","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4500","4500","4500","4500","4500","4600","4600","4700","5000","5000","5600","5700","5800","5900","5980","10350","8268","9830","8384","10984","14330","9823","9030","11495","19939","16767","18655","19996","20327","21546","22695","23800","25750","27750","29850","32400","30200","28000","25800","28650","24150","31900","29000","30000","30000","25000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","","",
"Serbia","SRB","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2632","2535","3153","3846","4807","5384","4798","5040","3593","3150","2067","2209","2082","2547","1932","2354","","",
"Sub-Saharan Africa (excluding high income)","SSA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1968922","2140654","2290486","2424934","2708463","2785102","2961179","3354096","3864937","3847120","3353925","3414916","3746660","3894681","3900771","3683002","3400755","3374111","3353163","3238785","3082998","3174558","3154713","3373364","3278620","3328572","3567674","4377225","4315162.31","3945819.03","4063927.24","3738052.85","4604561.31","4516765.36","4245315.08","4491909.74","4462753.15","4644605.83","4832653.37","4996964.95","5213826.91","5288863.56","5295062.83","5598639.25","5865197.65","5821550.39","5403352.49","5603823.51","5580459.64","5579719","5935482.64","6203268.74","6645888.7","6504987.86","6762832.65","6835600.53","7237789.7","7943276.06","8025785.01","7862420.32","7676768.15","8146957.39","","",
"South Sudan","SSD","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37000","37000","37000","37000","35000","33000","32000","32000","30000","32500","","",
"Sub-Saharan Africa","SSF","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1970722","2142654","2292486","2426934","2710463","2787102","2963679","3356596","3867437","3849620","3356925","3417916","3749660","3897681","3904271","3686952","3404765","3378711","3358563","3243742","3087674","3179779","3158758","3377302","3282354","3332690","3572216","4381125","4319505.31","3950231.03","4069364.24","3746202.85","4611224.31","4521943.36","4249784.08","4495917.74","4467460.15","4658648.83","4856539.37","5031187.95","5246604.91","5342454.56","5358445.83","5684659.25","5965868.65","5930230.39","5496091.49","5669337.51","5649658.64","5660833","6022593.64","6278749.74","6714575.74","6578950.96","6838231.95","6940955.6","7365337.45","8085929.13","8172408.49","8004589.72","7816415.74","8286131.55","","",
"Small states","SST","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","715544","826519","943737","893708","1088849","1334477","1394161","1056533","765650","866513","930651","877856","927877","1126446","1171712","1212796","1241264","1639172","1843413","1935527","1810097","1755980.79","1095509.04","1181981.51","1901988.81","2066290.82","2062362.08","2067080.75","2219142.73","1965770.7","2233390.35","1762930.79","2859971.46","3177528.61","2911428.32","2918294.98","3303257.05","3537090.08","3175286.89","3279671.6","3461415.34","3455147.36","3895784.55","3719878.02","3629252.96","3595704.04","3224786.46","3256275.2","3068744.9","2900745.33","2966148.53","2944058.02","3144454.58","2988811.68","2837211.82","3258912.33","3012700.4","3192406.3","3367246.97","3249724.76","3042886.17","3158006.77","","",
"Sao Tome and Principe","STP","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","500","700","600","500","800","900","800","900","800","800","800","900","800","800","600","600","646","889","1175","1618","1847","2158","2688","4012","4444","3988","2833","2798","3391","3575","3867","2576","2406","2845","4106","4300","4620","3546","3600","3650","3700","3692","3820","4005","4141","4197","4323","4449","4575","4701","4837","6185.05","7400.1","8699.2","10001.39","11440.8","11719.7","9514.8","6006.55","4273.56","5679.47","6019.8","","",
"Suriname","SUR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4510","7300","5350","5550","5910","6610","6580","6510","7600","9900","11750","10400","12120","11610","10501","12262","5993","6897","4474","4535","4046","4620","3796","4520","5095","4909","4540","6626","4602","7786","7670","8186","11269","9577","14765","14300","16177","16617","21577","24247","24238","28557","30705","35594","32872","29620","31921","30901","24132","26143","35085","35490","35930","35516","33459","39463","43063","48584","39299","31388","29772","32130","","",
"Slovak Republic","SVK","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1185","1627","1950","1414","1364","1361","1396","1368","1531","1746","1646","1603","1693","1718","1994","1655","1761","1608","1935","1945","1986","1944","1971","1866","1870","1937","1853","1736","1815","","",
"Slovenia","SVN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3905","2284","2346","2167","2367","2367","2228","2027","1856","1827","1686","1282","1023","1227","1133.17","1112.45","881.71","1035.26","941","890.61","485.19","400.22","410.5","343.39","310.52","280.07","263.74","281.36","312.02","268.8","","",
"Sweden","SWE","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","249542","268413","293900","341800","377298","370056","319790","341168","318460","269358","285669","229386","218105","220184","205148","206862","204810","182316","184937","197481","232694","254718","251842","258490","271353","236637","210963","207124","242676","249783","250982","237017","307545","341897","386814","404573","370898","357383","410887","351256","338534","311817","294964","286875","269930","256359","269251","238253","231336","203415","212035","181321","151609","188951","181574","211963","205465","228726","221662","184337","179642.8","159969.28","","",
"Eswatini","SWZ","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","50","50","50","50","50","50","50","50","50","53","44","60","70","70","80","80","82","78","82","81","90","70","65","60","60","68","60","50","50","50","50","50","50","50","60","60","60","60","60","60","60","60","60","60","60","60","65","65","65","65","65","65","60","65","","",
"Sint Maarten (Dutch part)","SXM","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","253","253","253","253","253","253","253","253","253","253","253","","",
"Seychelles","SYC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1800","2000","2000","2000","2000","2000","2500","2500","2500","2500","3000","3000","3000","3000","3500","3950","4010","4600","5400","4957","4676","5221","4045","3938","3734","4118","4542","3900","4343","4412","5437","8150","6663","5178","4469","4008","4707","14043","23886","34223","32778","53591","63383","86020","100671","108680","92739","65514","69199","81114","87111","75481","68687.04","73963.1","75399.3","105355.07","127547.75","142653.07","146623.48","142169.4","139647.59","139174.16","","",
"Syrian Arab Republic","SYR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1500","1600","1600","1600","1600","1700","1700","1700","1800","1800","1692","2090","1585","1325","1630","1971","3237","3497","3592","3596","3462","3022","2941","3036.55","3360.4","3080.11","2732.93","3399.66","2493","2433","3046","4552","4538","4554","5520","5782","5773","6131","7097","7938","6572","8291","9178","8911","8528","8447","8264","9457","6995","6607","6637","5900","5300","4800","4099","3822","4179","4065","4074","4080","3845","4310","","",
"Turks and Caicos Islands","TCA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","830","830","1360","1460","1460","1460","1460","1560","1560","1560","1230","1230","1430","1430","1759","3299","4064","2464","3609","4662","3598","2628","2734","3967","3547","4608","5266","2582","3635","3868","2768","3298","3079","4631","4345","5477","5444","4096","5078","5801.1","6385.6","5787.5","5124.7","5681","5506","6046","4860","6136","6804","5446.7","3801","3327","1960","2013","2361","2917","3145","1324","2090","1243","1297","2277","","",
"Chad","TCD","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","40000","45000","45000","45000","50000","55000","60000","60000","65000","65000","70000","70000","70000","70000","75000","75000","75000","80000","75000","70000","60000","55000","30000","40000","50000","55000","60000","70000","58000","64400","70000","60000","80000","87300","80000","90000","100000","85000","51300","59600","83200","75000","70000","71000","74000","77000","79000","82000","85000","88000","91000","95000","100000","120000","120020","100000","110000","107045","107000","107000","105000","103000","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4551326","4975668","5306517","5492687","5751528","6040762","6345563","6601391","7140524","7311365","7411949","7940212","8593405","8897248","8942545","9107472","9418770","10198771","10109481","9691908","9710826","10137596","10796969","11628460.99","11767930.14","12267082.1","13454935.59","14536859.69","14905937.65","15670258.58","16480230.33","17616788.94","19148820.68","20511674.5","22517590.1","24602865.16","26230417.35","26994744.92","28009134.75","28354874.47","28555437.83","28484608.25","28899809.97","29708888.58","30475384.33","30710512.53","31157023.85","31396450.35","30991190.41","31127551.02","31500001.65","31976677.21","32504503.01","33146401.8","34398573.33","34796444.99","34409477.17","34371398.55","33839260.97","33276316.09","32334218.31","31674499.29","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","298411","292822","264216","380537","407931","465971","491057","589875","615626","680442","774029","821315","875967","890832","1011497","1172822","1148240","1065084","1015943","1168372","1318916","1334949","1401652","1607417","1562449.09","1531357.12","1536910.13","1610305.4","1631572.8","1268185.7","979588.7","934117","7135478.28","5795014.27","5156540.01","5926763.35","6080216.7","5956224.29","5773991.58","5498584.09","5255837.24","4794926.32","4402149.34","4335353.64","4039338.63","4184971.09","4324569.23","4650105.03","4460532.08","4931634.7","5154900.9","5340038.27","5295112.51","5351047.84","5108929.77","5439021.23","5644119.21","5882459.97","6129189.67","6195601.58","6134449.53","6183446.41","","",
"Togo","TGO","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","3500","4000","4300","4500","5000","6000","7300","7500","10000","10000","9111","10921","10942","11333","11150","14420","12820","10847","15363","8096","9134","10325","14530","14878","14675","15544","14824","15175","15455","16444","15778","12502","10749","16964","13052","12201","15098","14290","16677","22924","22277","23163","20946","27485","28013","27706","24830","19905","22765","27025","27535","24122","19320","20015","19849","21497","31891","26915","24620","25526","18034","17984","","",
"Thailand","THA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","199875","274904","309267","391380","549576","587753","670292","806597","1038448","1212764","1356961","1498048","1626404","1636985","1468140","1468103","1536215","2040523","1970906","1835895","1704022","1861363","2034812","2161944","2028329","2097535","2407927","2633655","2433898","2444590","2498234","2618771","2875516","2927689","3015196","3031074","3013961","2902898","2930354","2952308","2997124","2833974","2842428","2849670","2839669","2814295","2698803","2304951","1873432","1870702","1810620","1835125.15","1727647.07","1831808.5","1676566.77","1506409.08","1530594.32","1493058.51","1536756","1527182.38","1588859.33","1412123.25","","",
"Tajikistan","TJK","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149","253","127","100","110","120","135","150","167","137","181","158","184","167","215","225","380","535","690","843","714","1179","1174","1176.01","1099.99","1105","1195.99","1716.33","1809.86","2350.22","","",
"Turkmenistan","TKM","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31777","16080","15140","9740","9014","8179","7014","9058","12228","12749","12812","14543","14992","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","14605","15042","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4628165","6504496","8499409","8585537","11314630","9320757","11434801","12570593","13366648","11701275","15328783","13759326","7383558","5198183","7351087","6561252","8092233","6646830","8782309","9973268","9441392","10258802","11323098","9156810.9","11975745.9","13709189.52","15799970.28","13821897.98","16229762.72","17719291.9","15977252.91","16958099.89","17821951.55","19178340.08","24145837.27","21497006.38","21679980.46","19159642.36","12382957.23","18237572.53","19909256.4","17076260.5","18222823.88","14794939.05","19727519.43","18963471.56","16639075.3","16483444.69","16697988.66","15972500.83","12226355","16595545.82","12555260.18","12898312.61","11052839.21","11666383.8","10419425.96","11449588.94","14482940.62","12091883.69","12619968.13","14186716.91","","",
"Timor-Leste","TLS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3401","3621","3561","3720","3850","4000","3650","3300","2911","3243","3200","3200","3200","3200","3200","3200","3200","3200","3200","3327.2","4575","5174","4933","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","351678","372796","384268","390210","443471","432425","526461","465264","433488","445790","471277","449636","491569","636961","608853","557857","635712","622444","640513.9","706033.8","755739.1","786626.08","817201.64","912461.24","948127.88","1022561.99","1185739.55","1179584.05","1324857.65","1307083.32","1372183.06","1441189.55","1462317.81","1581652.32","1749635.47","1902136.68","1687743.21","1905263.51","1867773.7","1946984.48","2088034.93","2353206.99","2214863.97","2243786.72","2241827.57","2350873.61","2307940.94","2198054.82","2249470.88","2477220.61","2404482.91","2268016.44","2606828","2728225.18","2860395.42","2812572.84","2932074.12","2976065.2","3028433.52","3142400.5","3007544.15","3058459.76","","",
"Tonga","TON","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","400","400","400","400","400","500","500","500","500","500","400","500","500","600","726","901","1019","1197","1210","2000","1994","2093","2134","2237","2385","2561","2814","2790","2731","2699","1644","1935","2237","2375","2499","2727","2955","2924","4166","4694","4231","4947","5260","4754","3352","2566","2882","2727","2293","1955","2076","2130.34","2323.16","1896","1921","1803","1675","1401","1244.39","1212.61","1097.12","1165.21","","",
"South Asia (IDA & IBRD)","TSA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1606640.01","1459466","1529246","1603008","1953853","2004693","2074317.01","2101331","2286518","2372928","2555433","2663622","2554684","2875049","3129240","2938297","2857112","3019921.99","3017823.01","3027762.01","3094105","3109210","3024999","3202590.5","3511687.1","3479219.6","3614116.89","3504551","3675936","4096054","4239531","4386868","4453085.09","4831210.89","4996138.67","5010905.91","5255151.31","5416380.84","5307385.86","5600215.7","5763306.6","5839044","5877590","5894220.2","5620971.4","5933165.99","6305756","6308316","6637383","6851904","7433413","6960042.69","7504484.02","7314918.31","7716058.94","7615045.51","8029195.46","8530735.74","8365884.12","8491389.27","7629108.09","8051233.41","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1970722","2142654","2292486","2426934","2710463","2787102","2963679","3356596","3867437","3849620","3356925","3417916","3749660","3897681","3904271","3686952","3404765","3378711","3358563","3243742","3087674","3179779","3158758","3377302","3282354","3332690","3572216","4381125","4319505.31","3950231.03","4069364.24","3746202.85","4611224.31","4521943.36","4249784.08","4495917.74","4467460.15","4658648.83","4856539.37","5031187.95","5246604.91","5342454.56","5358445.83","5684659.25","5965868.65","5930230.39","5496091.49","5669337.51","5649658.64","5660833","6022593.64","6278749.74","6714575.74","6578950.96","6838231.95","6940955.6","7365337.45","8085929.13","8172408.49","8004589.72","7816415.74","8286131.55","","",
"Trinidad and Tobago","TTO","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","2400","2400","2400","2400","2400","3000","3000","3200","3400","3400","3600","4100","3700","4000","3725","4417","4417","4303","4823","3840","4461","3804","4574","4541","3764","5560","4347","7714","9211","11466","12362","11501","13000","8998","14046","11500","9435","11283","14846","14694","14237","16598","18768","14592","14713","16996","13123","13463","13833","13863","13930","13114","11746.99","13217.02","13290","12141","13115.94","12942.13","13184.34","12941.71","12912.65","13084.17","","",
"Tunisia","TUN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","16650","21800","20804","26060","21676","23201","26193","28207","28484","30127","22660","25870","28289","30674","42347","45271","50024","55721","56396.8","59708.1","61067.5","57995.5","63689","67951.3","75739.16","89678.51","91220.84","97504.5","99183.16","93117.5","84213.52","85735.55","86488","82622.25","85809.81","83255.71","83534.01","86390.31","88097.6","92395.23","94670.83","97526.09","96727.57","90262.12","110371.67","109153.31","111394.54","103821.19","96189.75","94536.81","93178.8","102200.6","108184","109825","114520","117011","109777","107896.99","115122.99","130982","121822","124243.45","","",
"Turkiye","TUR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","87800","81200","60100","130300","121000","134400","116836","187913","133268","169230","173841","160410","174957","146374","128738","121724","152660","164465","244131","349682","426855","470180","503466","557297","566942.09","578082.12","579855.93","624698","669904.5","450487.3","379204.1","356949","447374","545535","587576","630978","520429.5","459155","487201","573827","503352","527736","566682","507772","550482","426496","533048","632450","494118","463917","485925","514790.15","432452.64","374141.36","302228.97","431918.78","335345.27","354470.5","314242.51","463194.96","364404.88","328158","","",
"Tuvalu","TUV","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","100","150","180","429","784","840","313","660","933","1409","519","518","526","499","1460","561","399","400","500","500","500","500","500","600","1500","2450","2560","3160","3770","4380","5228","11466","11850","17619","12923","7379","6147","7684","7476","12823.8","8359.95","11295","31096.01","","",
"Tanzania","TZA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","70800","73100","73300","79000","103000","104700","104200","131000","155600","154200","191220","183601","158026","164192","174826","212076","233744","272541","213484","182832","231192","233897","230873","242766","280894","304766","313968","346463","397528.31","380683.03","417018.2","329379.75","333783.31","335050.36","292021.08","363355","327516.2","360753.17","352154.89","314750.01","345186","362528.74","349398","375548.75","387732.68","399052","360782","450246","350800","360348","377081","377710.51","409291.63","410555.08","374465.34","408974.47","404513.34","423903.73","413438.74","505165.26","511056.16","514575.42","","",
"Uganda","UGA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","62600","61200","64500","69600","70500","76300","83300","99600","108400","125300","129000","137000","166000","169500","167500","188000","152400","219220","223830","179930","165840","166590","170035","172000","212300","160800","197600","200000","214291","212205","245223","214570","264900","219814","213129","208789","195088","218026","220628","226097","219356","220726","221898","241810","371789","416758","367099","431500","403500","412000","413805","437415","407638","419249","461196","396205","389244","389629","439354","603224","566261.2","621986.96","","",
"Ukraine","UKR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","457220","299828","277305","390888","408442","369167","462527","408881","391867","310978","265746","257628","222272.01","268007","219228","215400","234079","220718","209948","179984","154392","203668.7","143083.06","120486.15","75858.84","93481.88","76506.98","81730.63","69467.1","62506.49","","",
"Upper middle income","UMC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","7763505","9961143","11976059","12159664","14645240","13320321","14841498","16957993","18223125","16771412","19785108","18220082","12961912","11233608","13222744","12602910","13703785","12634156","14117327","14085960","13218082","13741424","15001767","12954160.8","15237965.47","16908068.54","19420492.41","19732369.15","21957882.9","21849931.99","21818012.38","22657011.66","30694081.51","32540387.16","36505549.16","36299069.97","39022402.41","37725361.66","34125394.44","38039494.53","39942143.4","36549617.7","36992571.68","34403295.45","37832543.59","37734357.41","35831710.4","35987952.71","35854626.86","35411306.73","32956866.91","37232460.36","34052681.17","35122976.52","33456464.54","34987914.29","33788343.54","33863647.44","36574544.97","33397541","33350125.09","34218049.7","","",
"Uruguay","URY","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","10900","10500","7700","8100","12200","15800","12500","10900","11000","12700","13200","14400","20600","17500","16000","26333","33804","48374","74299","108170","120399","146919","118988","143416","132969","138413","140753","137802","107342","121713","90829","143711","125751","118815","120732","126446","123330","136954","140707","106584","113326","104982","108102","117269","122989","125818.05","133987","108722.2","108797","80872","74153","89269.13","76161.75","59195.87","65080.72","59540.1","51551.74","65308.64","69725.34","68005.77","62879.87","66299.91","","",
"United States","USA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","2714623","2852004","2897963","2655052","2519951","2649980","2442257","2311726","2410943","2439130","2794298","2885230","2772595","2808362","2885967","2847282","3088267","3037617","3477688","3583385","3703301","3701137.08","3952683.04","4152983.11","4721775.24","4719863.52","4880950","5694242","5670665.96","5491342.33","5620405.44","5244569.16","5274934.38","5608157.74","5652547.56","5209192","5069358","5155835","4845879","4962720","4788532","5006556","4998490","4986926","4992380","4962122","4887768","4800372","4374054","4229471","4396944","5135091","5081140","5057467","4942403","4996392","4851600","5030070","4798390","4824717","4267709","4282433","","",
"Uzbekistan","UZB","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7728","4358","3095","3611","2200","3075","2799","2908","3306","3400","2600","2100","1900","2900","3400","3100","3800","4100","4078","8513","11052","13670","17116","22956","27267","31450","33600","40000","46100.02","53000.01","","",
"St. Vincent and the Grenadines","VCT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","400","400","400","500","500","500","500","500","400","500","600","300","300","200","283","549","379","581","698","547","500","500","500","480","480","483","599","703","4647","5820","9022","8167","2171","2240","3922","1033","989","6145","34108","17804","22799","31944","46076","37767","78315","44104","51584","63309","55898","59587","66367","76576","10156.27","39499.91","81332.54","26132.99","22833.71","32937.79","2327.89","1968.79","2127.52","1586.28","","",
"Venezuela, RB","VEN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","84700","84920","94916","97307","110611","119408","116929","107526","126100","134100","126720","139046","152220","162611","145375","154663","150620","154544","182688","168112","187933","181157","210907","230445","259432","264715","284724","298967","284630","327359","335811","339267","331188","396145","438367","501020","496322","470319","504263","400253","359639","468103","509739","503840","573593","403130","316397","347958","295566","316483","218853","201429.2","213248.66","213755.96","209498.24","240619.3","283742.64","237200.08","182599.97","176300","195900.02","223099.94","","",
"British Virgin Islands","VGB","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","300","400","400","400","400","400","400","300","300","300","300","300","300","300","306","318","330","340","350","360","370","380","390","407","470","520","543","565","582","615","624","634","453","343","470","532","506","105","116","115","43","837","1062","2771","1262","1295","1308","1251","1202","1201","1201","1200","1196","1203","1205","1200","1192","1192","1192","1192","1121","1132.83","","",
"Virgin Islands (U.S.)","VIR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","500","500","500","500","500","500","600","600","600","600","600","600","500","500","500","503","500","602","557","547","688","618","891","615","697","612","932","894","694","805","702","904","940","1000","1070","1170","1240","1310","1480","1549","1673","1738","1796","1867","1970","1634","2213","1458","1314","1393","1081.26","810.75","619.22","490.6","503.6","461.51","588.54","548.91","290","332.72","355.61","420.32","","",
"Viet Nam","VNM","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","435500","433800","501940","584190","599970","625260","628040","655610","652270","703310","552650","619940","707270","740050","495580","466410","527220","501780","493240","506310","460500","494056","553438","644218","658308","680010","702873","727253","730716","790022","779151","831070","868107","932143","1025909","1084939","1223644","1276325","1293954","1483700","1629612","1724758","1802598","1856005","1940034","1987900","2026600","2074500","2054700","2178400","2249711","2399528","2523673","2623588","2743949","2860638","3077941","3314293","3346179","3440531.31","3506056.76","3540250.15","","",
"Vanuatu","VUT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1400","1400","1400","1500","1500","1800","1800","1800","1800","1800","2100","2200","2300","2400","2510","2610","2710","2816","2825","2819","2937","2715","2715","2542","2956","8196","16888","20078","25886","27200","41975","44367","45019","40755","47357","57904","47696","70357","75019","91433","70589","36176","44968","113867","212786.63","229553","222561","213697.2","172595","150544.3","101244.5","59315.5","67482.59","70135.49","71400.2","81739","46075.1","27786","38017.56","51033.45","51409.42","55931.96","","",
